,,,roussakiana,Roussakiana,,,,,,,,,
,,,mesa potami,Mesa Potami,,,,,,,,,
,,,mesa lasithi,Mesa Lasithi,,,,,,,,,
,,,mesa lasithaki,Mesa Lasithaki,,,,,,,,,
,,,agios konstantinos,Agios Konstantinos,,,,,,,,,
,,,tapes,Tapes,,,,,,,,,
,,,vlachides,Vlachides,,,,,,,,,
,,,peronides,Peronides,,,,,,,,,
,,,karterides,Karterides,,,,,,,,,
,,,exo lakkonia,Exo Lakkonia,,,,,,,,,
,,,marnellides,Marnellides,,,,,,,,,
,,,fioretsides,Fioretsides,,,,,,,,,
,,,flamouriana,Flamouriana,,,,,,,,,
,,,chamilo,Chamilo,,,,,,,,,
,,,schisma,Schisma,,,,,,,,,
,,,kakokamotes,Kakokamotes,,,,,,,,,
,,,analipsi,Analipsi,,,,,,,,,
,,,roussa limni,Roussa Limni,,,,,,,,,
,,,ammoudara,Ammoudara,,,,,,,,,
,,,mardati,Mardati,,,,,,,,,
,,,istron,Istron,,,,,,,,,
,,,kalo chorio,Kalo Chorio,,,,,,,,,
,,,pyrgos,Pyrgos,,,,,,,,,
,,,kritsa,Kritsa,,,,,,,,,
,,,kroustas,Kroustas,,,,,,,,,
,,,katharo,Katharo,,,,,,,,,
,,,kopraki,Kopraki,,,,,,,,,
,,,agios dimitrios,Agios Dimitrios,,,,,,,,,
,,,pachykormos,Pachykormos,,,,,,,,,
,,,keratidia,Keratidia,,,,,,,,,
,,,malia,Malia,,,,,,,,,
,,,stalida,Stalida,,,,,,,,,
,,,koutouloufari,Koutouloufari,,,,,,,,,
,,,piskopiano,Piskopiano,,,,,,,,,
,,,limin chersonisou,Limin Chersonisou,,,,,,,,,
,,,analipsi,Analipsi,,,,,,,,,
,,,chersonisos,Chersonisos,,,,,,,,,
,,,agriana,Agriana,,,,,,,,,
,,,gouves,Gouves,,,,,,,,,
,,,kato gouves (finix),Kato Gouves (Finix),,,,,,,,,
,,,gournes,Gournes,,,,,,,,,
,,,chani tou kokkini,Chani tou Kokkini,,,,,,,,,
,,,vathianos kambos,Vathianos Kambos,,,,,,,,,
,,,mochos,Mochos,,,,,,,,,
,,,krasi,Krasi,,,,,,,,,
,,,avdou,Avdou,,,,,,,,,
,,,gonies,Gonies,,,,,,,,,
,,,potamies,Potamies,,,,,,,,,
,,,kalo chorio,Kalo Chorio,,,,,,,,,
,,,koxari,Koxari,,,,,,,,,
,,,skotino,Skotino,,,,,,,,,
,,,kainourio chorio,Kainourio Chorio,,,,,,,,,
,,,galifa,Galifa,,,,,,,,,
,,,charaso,Charaso,,,,,,,,,
,,,smari,Smari,,,,,,,,,
,,,sambas,Sambas,,,,,,,,,
,,,zofori,Zofori,,,,,,,,,
,,,apostoli,Apostoli,,,,,,,,,
,,,thrapsano,Thrapsano,,,,,,,,,
,,,archontiko (alitzani),Archontiko (Alitzani),,,,,,,,,
,,,arkalohori,Arkalohori,,,,,,,,,
,,,mousouta,Mousouta,,,,,,,,,
,,,kasanos,Kasanos,,,,,,,,,
,,,ano & kato poulia,Ano & Kato Poulia,,,,,,,,,
,,,lefkochori (voutoufou),Lefkochori (Voutoufou),,,,,,,,,
,,,evaggelismos (mouchtari),Evaggelismos (Mouchtari),,,,,,,,,
,,,monastiraki,Monastiraki,,,,,,,,,
,,,sklaverochori,Sklaverochori,,,,,,,,,
,,,archagellos (varvaro),Archagellos (Varvaro),,,,,,,,,
,,,kardoulianos,Kardoulianos,,,,,,,,,
,,,kastelli,Kastelli,,,,,,,,,
,,,roussochoria,Roussochoria,,,,,,,,,
,,,avli,Avli,,,,,,,,,
,,,nipiditos,Nipiditos,,,,,,,,,
,,,panagia,Panagia,,,,,,,,,
,,,afrati,Afrati,,,,,,,,,
,,,geraki,Geraki,,,,,,,,,
,,,armacha,Armacha,,,,,,,,,
,,,agia paraskevi,Agia Paraskevi,,,,,,,,,
,,,liliano,Liliano,,,,,,,,,
,,,mathia,Mathia,,,,,,,,,
,,,amariano,Amariano,,,,,,,,,
,,,kastamonitsa,Kastamonitsa,,,,,,,,,
,,,tichos,Tichos,,,,,,,,,
,,,lyttos (xidas),Lyttos (Xidas),,,,,,,,,
,,,bitzariano (pigi),Bitzariano (Pigi),,,,,,,,,
,,,aski,Aski,,,,,,,,,
,,,sfendili,Sfendili,,,,,,,,,
,,,tzermiado,Tzermiado,,,,,,,,,
,,,marmaketo,Marmaketo,,,,,,,,,
,,,laggou,Laggou,,,,,,,,,
,,,pinakiano,Pinakiano,,,,,,,,,
,,,kato metohi,Kato Metohi,,,,,,,,,
,,,agios charalambos (gerodomouri,Agios Charalambos (Gerodomouri,,,,,,,,,
,,,plati,Plati,,,,,,,,,
,,,psychro,Psychro,,,,,,,,,
,,,magoulas,Magoulas,,,,,,,,,
,,,kaminaki,Kaminaki,,,,,,,,,
,,,avrakontes,Avrakontes,,,,,,,,,
,,,agios georgios,Agios Georgios,,,,,,,,,
,,,machera,Machera,,,,,,,,,
,,,ini,Ini,,,,,,,,,
,,,vakiotes,Vakiotes,,,,,,,,,
,,,lagouta,Lagouta,,,,,,,,,
,,,ano kastelliana,Ano Kastelliana,,,,,,,,,
,,,kato kastelliana,Kato Kastelliana,,,,,,,,,
,,,demati,Demati,,,,,,,,,
,,,tsoutsouros,Tsoutsouros,,,,,,,,,
,,,skinias,Skinias,,,,,,,,,
,,,karavados,Karavados,,,,,,,,,
,,,martha,Martha,,,,,,,,,
,,,thomadiano,Thomadiano,,,,,,,,,
,,,embaros,Embaros,,,,,,,,,
,,,milliarades,Milliarades,,,,,,,,,
,,,katofygi,Katofygi,,,,,,,,,
,,,kato symi,Kato Symi,,,,,,,,,
,,,kalami,Kalami,,,,,,,,,
,,,dermatos,Dermatos,,,,,,,,,
,,,agios ioannis,Agios Ioannis,,,,,,,,,
,,,kastri,Kastri,,,,,,,,,
,,,mesi,Mesi,,,,,,,,,
,,,kato viannos,Kato Viannos,,,,,,,,,
,,,pervola,Pervola,,,,,,,,,
,,,chondros,Chondros,,,,,,,,,
,,,keratokambos,Keratokambos,,,,,,,,,
,,,ano viannos,Ano Viannos,,,,,,,,,
,,,loutraki,Loutraki,,,,,,,,,
,,,vachos,Vachos,,,,,,,,,
,,,amiras,Amiras,,,,,,,,,
,,,kefalovrisi,Kefalovrisi,,,,,,,,,
,,,krevatas,Krevatas,,,,,,,,,
,,,agios vasilios,Agios Vasilios,,,,,,,,,
,,,pefkos,Pefkos,,,,,,,,,
,,,ano kornias,Ano Kornias,,,,,,,,,
,,,syndonia,Syndonia,,,,,,,,,
,,,nea arvi,Nea Arvi,,,,,,,,,
,,,achendrias,Achendrias,,,,,,,,,
,,,agia marina,Agia Marina,,,,,,,,,
,,,mournia,Mournia,,,,,,,,,
,,,prinias,Prinias,,,,,,,,,
,,,amygdalos,Amygdalos,,,,,,,,,
,,,paranymfi,Paranymfi,,,,,,,,,
,,,kapetaniana,Kapetaniana,,,,,,,,,
,,,koumassa,Koumassa,,,,,,,,,
,,,koukia,Koukia,,,,,,,,,
,,,fournofaraggo,Fournofaraggo,,,,,,,,,
,,,agios nikolaos,Agios Nikolaos,,,,,,,,,
,,,pentamodi,Pentamodi,,,,,,,,,
,,,pyrgou,Pyrgou,,,,,,,,,
,,,agios myron,Agios Myron,,,,,,,,,
,,,siva,Siva,,,,,,,,,
,,,dafnes,Dafnes,,,,,,,,,
,,,agios syllas,Agios Syllas,,,,,,,,,
,,,tsaggaraki,Tsaggaraki,,,,,,,,,
,,,profitis ilias (kanli kastelli,Profitis Ilias (Kanli Kastelli,,,,,,,,,
,,,epano archanes,Epano Archanes,,,,,,,,,
,,,kounavi,Kounavi,,,,,,,,,
,,,peza,Peza,,,,,,,,,
,,,kalloni,Kalloni,,,,,,,,,
,,,agies paraskies,Agies Paraskies,,,,,,,,,
,,,myrtia (varvaro ag.paraskion),Myrtia (Varvaro Ag.Paraskion),,,,,,,,,
,,,sgourokefali,Sgourokefali,,,,,,,,,
,,,kerassia,Kerassia,,,,,,,,,
,,,avgeniki,Avgeniki,,,,,,,,,
,,,venerato,Venerato,,,,,,,,,
,,,sinapi,Sinapi,,,,,,,,,
,,,pyrgos,Pyrgos,,,,,,,,,
,,,kyparissos (dourvoutzi),Kyparissos (Dourvoutzi),,,,,,,,,
,,,galeni,Galeni,,,,,,,,,
,,,roukani,Roukani,,,,,,,,,
,,,choudetsi,Choudetsi,,,,,,,,,
,,,agios vassilios,Agios Vassilios,,,,,,,,,
,,,melesses,Melesses,,,,,,,,,
,,,astritsi,Astritsi,,,,,,,,,
,,,voni,Voni,,,,,,,,,
,,,galatas,Galatas,,,,,,,,,
,,,choumeri,Choumeri,,,,,,,,,
,,,agia varvara,Agia Varvara,,,,,,,,,
,,,pirouniana,Pirouniana,,,,,,,,,
,,,megali vryssi,Megali Vryssi,,,,,,,,,
,,,preveliana,Preveliana,,,,,,,,,
,,,agios thomas,Agios Thomas,,,,,,,,,
,,,douli,Douli,,,,,,,,,
,,,kolena,Kolena,,,,,,,,,
,,,genna,Genna,,,,,,,,,
,,,arkadi,Arkadi,,,,,,,,,
,,,damania,Damania,,,,,,,,,
,,,kardiotissa,Kardiotissa,,,,,,,,,
,,,metaxochori (kako chorio),Metaxochori (Kako Chorio),,,,,,,,,
,,,armanogia,Armanogia,,,,,,,,,
,,,amourgelles,Amourgelles,,,,,,,,,
,,,stironas,Stironas,,,,,,,,,
,,,panorama (gournia),Panorama (Gournia),,,,,,,,,
,,,patsideros,Patsideros,,,,,,,,,
,,,zinta,Zinta,,,,,,,,,
,,,miliarissi,Miliarissi,,,,,,,,,
,,,partira,Partira,,,,,,,,,
,,,kato moulia,Kato Moulia,,,,,,,,,
,,,metochi vleroma,Metochi Vleroma,,,,,,,,,
,,,valis,Valis,,,,,,,,,
,,,inia,Inia,,,,,,,,,
,,,larani,Larani,,,,,,,,,
,,,atsipades,Atsipades,,,,,,,,,
,,,melidochori,Melidochori,,,,,,,,,
,,,ano akria,Ano Akria,,,,,,,,,
,,,kastelli (tsifout-kastelli),Kastelli (Tsifout-Kastelli),,,,,,,,,
,,,charaki,Charaki,,,,,,,,,
,,,tefeli,Tefeli,,,,,,,,,
,,,ligortynos,Ligortynos,,,,,,,,,
,,,aposelemi,Aposelemi,,,,,,,,,
,,,pyrathi,Pyrathi,,,,,,,,,
,,,badia,Badia,,,,,,,,,
,,,tourloti,Tourloti,,,,,,,,,
,,,drapeti,Drapeti,,,,,,,,,
,,,garipa,Garipa,,,,,,,,,
,,,gaggales,Gaggales,,,,,,,,,
,,,stoli,Stoli,,,,,,,,,
,,,rizikas,Rizikas,,,,,,,,,
,,,loures,Loures,,,,,,,,,
,,,stavies,Stavies,,,,,,,,,
,,,dionysi,Dionysi,,,,,,,,,
,,,panagia,Panagia,,,,,,,,,
,,,moria,Moria,,,,,,,,,
,,,sokaras,Sokaras,,,,,,,,,
,,,metochia sokara,Metochia Sokara,,,,,,,,,
,,,asimi,Asimi,,,,,,,,,
,,,velouli,Velouli,,,,,,,,,
,,,apoini,Apoini,,,,,,,,,
,,,sternes,Sternes,,,,,,,,,
,,,charakas,Charakas,,,,,,,,,
,,,doraki,Doraki,,,,,,,,,
,,,pyrgos,Pyrgos,,,,,,,,,
,,,pretoria (protoria),Pretoria (Protoria),,,,,,,,,
,,,plakiotissa,Plakiotissa,,,,,,,,,
,,,kefalados,Kefalados,,,,,,,,,
,,,rotassi,Rotassi,,,,,,,,,
,,,neochori,Neochori,,,,,,,,,
,,,kalyvia,Kalyvia,,,,,,,,,
,,,messochori,Messochori,,,,,,,,,
,,,filippi,Filippi,,,,,,,,,
,,,sarakiniko,Sarakiniko,,,,,,,,,
,,,metochia,Metochia,,,,,,,,,
,,,kastri,Kastri,,,,,,,,,
,,,vatsiana,Vatsiana,,,,,,,,,
,,,xenaki,Xenaki,,,,,,,,,
,,,ammoudara,Ammoudara,,,,,,,,,
,,,gazi,Gazi,,,,,,,,,
,,,ergatikes katikies,Ergatikes Katikies,,,,,,,,,
,,,agia marina (tsalikaki),Agia Marina (Tsalikaki),,,,,,,,,
,,,tylissos,Tylissos,,,,,,,,,
,,,agia pelagia,Agia Pelagia,,,,,,,,,
,,,rogdia,Rogdia,,,,,,,,,
,,,kavrochori,Kavrochori,,,,,,,,,
,,,kato kalesia,Kato Kalesia,,,,,,,,,
,,,keramoutsi,Keramoutsi,,,,,,,,,
,,,kamari,Kamari,,,,,,,,,
,,,korfes,Korfes,,,,,,,,,
,,,petrokefali,Petrokefali,,,,,,,,,
,,,stavrakia,Stavrakia,,,,,,,,,
,,,voutes,Voutes,,,,,,,,,
,,,knossos,Knossos,,,,,,,,,
,,,vassilies,Vassilies,,,,,,,,,
,,,agios vlassis,Agios Vlassis,,,,,,,,,
,,,kato archanes,Kato Archanes,,,,,,,,,
,,,patsides,Patsides,,,,,,,,,
,,,skalani,Skalani,,,,,,,,,
,,,kallithea (babali metochi),Kallithea (Babali Metochi),,,,,,,,,
,,,karteros,Karteros,,,,,,,,,
,,,karteros,Karteros,,,,,,,,,
,,,aitania,Aitania,,,,,,,,,
,,,episkopi,Episkopi,,,,,,,,,
,,,epano vathia,Epano Vathia,,,,,,,,,
,,,giofyrakia,Giofyrakia,,,,,,,,,
,,,matala,Matala,,,,,,,,,
,,,kali limenes,Kali Limenes,,,,,,,,,
,,,agios markos,Agios Markos,,,,,,,,,
,,,platia peramata,Platia Peramata,,,,,,,,,
,,,antiskari,Antiskari,,,,,,,,,
,,,gerokampos,Gerokampos,,,,,,,,,
,,,lentas,Lentas,,,,,,,,,
,,,agios kyrillos,Agios Kyrillos,,,,,,,,,
,,,vassiliki,Vassiliki,,,,,,,,,
,,,pigaidakia,Pigaidakia,,,,,,,,,
,,,krotos,Krotos,,,,,,,,,
,,,krousonas,Krousonas,,,,,,,,,
,,,sarchos,Sarchos,,,,,,,,,
,,,kato assites,Kato Assites,,,,,,,,,
,,,ano assites,Ano Assites,,,,,,,,,
,,,prinias,Prinias,,,,,,,,,
,,,ano moulia,Ano Moulia,,,,,,,,,
,,,flathiakes,Flathiakes,,,,,,,,,
,,,choustouliana,Choustouliana,,,,,,,,,
,,,platanos,Platanos,,,,,,,,,
,,,plora,Plora,,,,,,,,,
,,,agii deka,Agii Deka,,,,,,,,,
,,,apomarma,Apomarma,,,,,,,,,
,,,gergeri,Gergeri,,,,,,,,,
,,,nyvritos,Nyvritos,,,,,,,,,
,,,zaros,Zaros,,,,,,,,,
,,,moroni,Moroni,,,,,,,,,
,,,kato stalos,Kato Stalos,,,,,,,,,
,,,galatas,Galatas,,,,,,,,,
,,,daratso,Daratso,,,,,,,,,
,,,kato galatas,Kato Galatas,,,,,,,,,
,,,makrys tichos,Makrys Tichos,,,,,,,,,
,,,pervolia,Pervolia,,,,,,,,,
,,,vamvakopoulo,Vamvakopoulo,,,,,,,,,
,,,lygides,Lygides,,,,,,,,,
,,,potistiria,Potistiria,,,,,,,,,
,,,varypetro,Varypetro,,,,,,,,,
,,,myloniana,Myloniana,,,,,,,,,
,,,falassarna,Falassarna,,,,,,,,,
,,,limeniskos,Limeniskos,,,,,,,,,
,,,platanos,Platanos,,,,,,,,,
,,,gramvoussa (lardas),Gramvoussa (Lardas),,,,,,,,,
,,,zerviana,Zerviana,,,,,,,,,
,,,fournados,Fournados,,,,,,,,,
,,,karefiliana,Karefiliana,,,,,,,,,
,,,azogyras,Azogyras,,,,,,,,,
,,,piperiana,Piperiana,,,,,,,,,
,,,neo chorio,Neo Chorio,,,,,,,,,
,,,kalyviani,Kalyviani,,,,,,,,,
,,,viglia,Viglia,,,,,,,,,
,,,roufas,Roufas,,,,,,,,,
,,,kastelli,Kastelli,,,,,,,,,
,,,ampelouzos,Ampelouzos,,,,,,,,,
,,,mitropoli,Mitropoli,,,,,,,,,
,,,galia,Galia,,,,,,,,,
,,,vorizia,Vorizia,,,,,,,,,
,,,kamares,Kamares,,,,,,,,,
,,,magarikari,Magarikari,,,,,,,,,
,,,grigoria,Grigoria,,,,,,,,,
,,,klima,Klima,,,,,,,,,
,,,platanos,Platanos,,,,,,,,,
,,,lochria,Lochria,,,,,,,,,
,,,lagoli,Lagoli,,,,,,,,,
,,,kalochorafitis,Kalochorafitis,,,,,,,,,
,,,skourvoula,Skourvoula,,,,,,,,,
,,,laloumas,Laloumas,,,,,,,,,
,,,faneromeni,Faneromeni,,,,,,,,,
,,,vori,Vori,,,,,,,,,
,,,kalyvia,Kalyvia,,,,,,,,,
,,,mires,Mires,,,,,,,,,
,,,agios ioannis,Agios Ioannis,,,,,,,,,
,,,kamilari,Kamilari,,,,,,,,,
,,,kalamaki,Kalamaki,,,,,,,,,
,,,sivas,Sivas,,,,,,,,,
,,,pitsidia,Pitsidia,,,,,,,,,
,,,kousses,Kousses,,,,,,,,,
,,,petrokefalo,Petrokefalo,,,,,,,,,
,,,pombia,Pombia,,,,,,,,,
,,,listaros,Listaros,,,,,,,,,
,,,peri,Peri,,,,,,,,,
,,,kappariana,Kappariana,,,,,,,,,
,,,bali,Bali,,,,,,,,,
,,,agia,Agia,,,,,,,,,
,,,dafnedes,Dafnedes,,,,,,,,,
,,,damavolos,Damavolos,,,,,,,,,
,,,abdanirtes,Abdanirtes,,,,,,,,,
,,,kefali,Kefali,,,,,,,,,
,,,kastri,Kastri,,,,,,,,,
,,,argoulio,Argoulio,,,,,,,,,
,,,agios mamas,Agios Mamas,,,,,,,,,
,,,abdellas,Abdellas,,,,,,,,,
,,,kalyvos,Kalyvos,,,,,,,,,
,,,agios ioannis,Agios Ioannis,,,,,,,,,
,,,garazo,Garazo,,,,,,,,,
,,,apladiana,Apladiana,,,,,,,,,
,,,livadia,Livadia,,,,,,,,,
,,,krana,Krana,,,,,,,,,
,,,zoniana,Zoniana,,,,,,,,,
,,,veni,Veni,,,,,,,,,
,,,axos,Axos,,,,,,,,,
,,,kryoneri,Kryoneri,,,,,,,,,
,,,agridia,Agridia,,,,,,,,,
,,,doxaro,Doxaro,,,,,,,,,
,,,makrygiannio,Makrygiannio,,,,,,,,,
,,,theodora,Theodora,,,,,,,,,
,,,aloides,Aloides,,,,,,,,,
,,,almyrida,Almyrida,,,,,,,,,
,,,sisses,Sisses,,,,,,,,,
,,,chonos,Chonos,,,,,,,,,
,,,aimonas,Aimonas,,,,,,,,,
,,,anogia,Anogia,,,,,,,,,
,,,aidonochori (metochia kamariot,Aidonochori (Metochia Kamariot,,,,,,,,,
,,,damasta,Damasta,,,,,,,,,
,,,paralia fodele,Paralia Fodele,,,,,,,,,
,,,fodele,Fodele,,,,,,,,,
,,,achlada,Achlada,,,,,,,,,
,,,marathos,Marathos,,,,,,,,,
,,,astyraki,Astyraki,,,,,,,,,
,,,gonies,Gonies,,,,,,,,,
,,,kamariotis,Kamariotis,,,,,,,,,
,,,skaloti,Skaloti,,,,,,,,,
,,,kallikratis,Kallikratis,,,,,,,,,
,,,argoules,Argoules,,,,,,,,,
,,,ano rodakino,Ano Rodakino,,,,,,,,,
,,,kato rodakino,Kato Rodakino,,,,,,,,,
,,,alones,Alones,,,,,,,,,
,,,sellia,Sellia,,,,,,,,,
,,,kali sykea,Kali Sykea,,,,,,,,,
,,,plakias,Plakias,,,,,,,,,
,,,myrthios,Myrthios,,,,,,,,,
,,,kokkina,Kokkina,,,,,,,,,
,,,mariou,Mariou,,,,,,,,,
,,,damnoni,Damnoni,,,,,,,,,
,,,aggouseliana,Aggouseliana,,,,,,,,,
,,,agios vassilios,Agios Vassilios,,,,,,,,,
,,,koxare,Koxare,,,,,,,,,
,,,atsipades,Atsipades,,,,,,,,,
,,,agia pelagia,Agia Pelagia,,,,,,,,,
,,,frati,Frati,,,,,,,,,
,,,asomatos,Asomatos,,,,,,,,,
,,,lefkogia,Lefkogia,,,,,,,,,
,,,karines,Karines,,,,,,,,,
,,,lambini,Lambini,,,,,,,,,
,,,dariviana,Dariviana,,,,,,,,,
,,,ano mixorrouma,Ano Mixorrouma,,,,,,,,,
,,,mixorrouma,Mixorrouma,,,,,,,,,
,,,mourne,Mourne,,,,,,,,,
,,,spili,Spili,,,,,,,,,
,,,drimiskos,Drimiskos,,,,,,,,,
,,,kerames,Kerames,,,,,,,,,
,,,agalianos,Agalianos,,,,,,,,,
,,,patsos,Patsos,,,,,,,,,
,,,kissos,Kissos,,,,,,,,,
,,,vatos,Vatos,,,,,,,,,
,,,ardaktos,Ardaktos,,,,,,,,,
,,,agia paraskevi,Agia Paraskevi,,,,,,,,,
,,,rodakinokampos,Rodakinokampos,,,,,,,,,
,,,akoumia,Akoumia,,,,,,,,,
,,,platanes,Platanes,,,,,,,,,
,,,kentrochori,Kentrochori,,,,,,,,,
,,,vrysses,Vrysses,,,,,,,,,
,,,saktouria,Saktouria,,,,,,,,,
,,,kato saktouria,Kato Saktouria,,,,,,,,,
,,,agia galini,Agia Galini,,,,,,,,,
,,,kokkinos pyrgos,Kokkinos Pyrgos,,,,,,,,,
,,,rizikas,Rizikas,,,,,,,,,
,,,apodoulou,Apodoulou,,,,,,,,,
,,,agia paraskevi,Agia Paraskevi,,,,,,,,,
,,,agios ioannis,Agios Ioannis,,,,,,,,,
,,,nithavris,Nithavris,,,,,,,,,
,,,melambes,Melambes,,,,,,,,,
,,,agios georgios,Agios Georgios,,,,,,,,,
,,,orne,Orne,,,,,,,,,
,,,krya vryssi,Krya Vryssi,,,,,,,,,
,,,nea krya vryssi,Nea Krya Vryssi,,,,,,,,,
,,,ano meros,Ano Meros,,,,,,,,,
,,,chordaki,Chordaki,,,,,,,,,
,,,kouroutes,Kouroutes,,,,,,,,,
,,,fourfouras,Fourfouras,,,,,,,,,
,,,vizari,Vizari,,,,,,,,,
,,,petrochori,Petrochori,,,,,,,,,
,,,lambiotes,Lambiotes,,,,,,,,,
,,,platania,Platania,,,,,,,,,
,,,monastiraki,Monastiraki,,,,,,,,,
,,,amari,Amari,,,,,,,,,
,,,opsigias,Opsigias,,,,,,,,,
,,,gerakari,Gerakari,,,,,,,,,
,,,vrysses,Vrysses,,,,,,,,,
,,,drygies,Drygies,,,,,,,,,
,,,meronas,Meronas,,,,,,,,,
,,,vistagi,Vistagi,,,,,,,,,
,,,pervolia,Pervolia,,,,,,,,,
,,,platanes,Platanes,,,,,,,,,
,,,adelianos kambos,Adelianos Kambos,,,,,,,,,
,,,pigianos kampos,Pigianos Kampos,,,,,,,,,
,,,sfakaki,Sfakaki,,,,,,,,,
,,,stavromenos,Stavromenos,,,,,,,,,
,,,skaleta,Skaleta,,,,,,,,,
,,,panormos,Panormos,,,,,,,,,
,,,roumeli,Roumeli,,,,,,,,,
,,,exandis,Exandis,,,,,,,,,
,,,achlades,Achlades,,,,,,,,,
,,,melidoni,Melidoni,,,,,,,,,
,,,perama,Perama,,,,,,,,,
,,,aggeliana,Aggeliana,,,,,,,,,
,,,alfa,Alfa,,,,,,,,,
,,,pevriana,Pevriana,,,,,,,,,
,,,margarites,Margarites,,,,,,,,,
,,,choumeri,Choumeri,,,,,,,,,
,,,keramota,Keramota,,,,,,,,,
,,,garipas,Garipas,,,,,,,,,
,,,orthes,Orthes,,,,,,,,,
,,,archea eleftherna (prines),Archea Eleftherna (Prines),,,,,,,,,
,,,eleftherna (anarchodometocha),Eleftherna (Anarchodometocha),,,,,,,,,
,,,erfi,Erfi,,,,,,,,,
,,,skouloufia,Skouloufia,,,,,,,,,
,,,roupes,Roupes,,,,,,,,,
,,,amnatos,Amnatos,,,,,,,,,
,,,kyrianna,Kyrianna,,,,,,,,,
,,,loutra,Loutra,,,,,,,,,
,,,asteri,Asteri,,,,,,,,,
,,,xamalevri,Xamalevri,,,,,,,,,
,,,magnissia,Magnissia,,,,,,,,,
,,,episkopi,Episkopi,,,,,,,,,
,,,prinos,Prinos,,,,,,,,,
,,,pigi,Pigi,,,,,,,,,
,,,adele,Adele,,,,,,,,,
,,,messi,Messi,,,,,,,,,
,,,maroulas,Maroulas,,,,,,,,,
,,,giannoudi,Giannoudi,,,,,,,,,
,,,prassies,Prassies,,,,,,,,,
,,,chromonastiri,Chromonastiri,,,,,,,,,
,,,myli,Myli,,,,,,,,,
,,,xiro chorio,Xiro Chorio,,,,,,,,,
,,,selli,Selli,,,,,,,,,
,,,apostoli,Apostoli,,,,,,,,,
,,,agia fotini,Agia Fotini,,,,,,,,,
,,,thronos,Thronos,,,,,,,,,
,,,klissidi,Klissidi,,,,,,,,,
,,,violi charaki,Violi Charaki,,,,,,,,,
,,,panorama,Panorama,,,,,,,,,
,,,gallos,Gallos,,,,,,,,,
,,,roussospiti,Roussospiti,,,,,,,,,
,,,kapediana,Kapediana,,,,,,,,,
,,,oros,Oros,,,,,,,,,
,,,goulediana,Goulediana,,,,,,,,,
,,,kare,Kare,,,,,,,,,
,,,ambelaki,Ambelaki,,,,,,,,,
,,,armeni,Armeni,,,,,,,,,
,,,fotinos,Fotinos,,,,,,,,,
,,,koumi,Koumi,,,,,,,,,
,,,kastellos,Kastellos,,,,,,,,,
,,,atsipopoulo,Atsipopoulo,,,,,,,,,
,,,prines,Prines,,,,,,,,,
,,,gerani,Gerani,,,,,,,,,
,,,vederi,Vederi,,,,,,,,,
,,,gonia,Gonia,,,,,,,,,
,,,agios andreas,Agios Andreas,,,,,,,,,
,,,ano valsamonero,Ano Valsamonero,,,,,,,,,
,,,kato valsamonero,Kato Valsamonero,,,,,,,,,
,,,kalonyktis,Kalonyktis,,,,,,,,,
,,,kato malaki,Kato Malaki,,,,,,,,,
,,,ano malaki,Ano Malaki,,,,,,,,,
,,,saitoures,Saitoures,,,,,,,,,
,,,roustika,Roustika,,,,,,,,,
,,,moundros,Moundros,,,,,,,,,
,,,agios konstantinos,Agios Konstantinos,,,,,,,,,
,,,karoti,Karoti,,,,,,,,,
,,,episkopi,Episkopi,,,,,,,,,
,,,koufi,Koufi,,,,,,,,,
,,,archontiki (arkoudena),Archontiki (Arkoudena),,,,,,,,,
,,,agios georgios,Agios Georgios,,,,,,,,,
,,,argyroupoli,Argyroupoli,,,,,,,,,
,,,arolithi,Arolithi,,,,,,,,,
,,,roumbado,Roumbado,,,,,,,,,
,,,myriokefala,Myriokefala,,,,,,,,,
,,,assi gonia,Assi Gonia,,,,,,,,,
,,,maroulou,Maroulou,,,,,,,,,
,,,patima,Patima,,,,,,,,,
,,,kournas,Kournas,,,,,,,,,
,,,dramia,Dramia,,,,,,,,,
,,,paralia kourna (kavros),Paralia Kourna (Kavros),,,,,,,,,
,,,mathes,Mathes,,,,,,,,,
,,,georgioupoli,Georgioupoli,,,,,,,,,
,,,agios ioannis,Agios Ioannis,,,,,,,,,
,,,aradaina,Aradaina,,,,,,,,,
,,,libaniana,Libaniana,,,,,,,,,
,,,loutro,Loutro,,,,,,,,,
,,,anopolis,Anopolis,,,,,,,,,
,,,kambia,Kambia,,,,,,,,,
,,,limnia,Limnia,,,,,,,,,
,,,pavliana,Pavliana,,,,,,,,,
,,,chora sfakion,Chora Sfakion,,,,,,,,,
,,,kavros,Kavros,,,,,,,,,
,,,mouri,Mouri,,,,,,,,,
,,,komitades,Komitades,,,,,,,,,
,,,vraskas,Vraskas,,,,,,,,,
,,,vouvas,Vouvas,,,,,,,,,
,,,nomikiana,Nomikiana,,,,,,,,,
,,,agios nektarios,Agios Nektarios,,,,,,,,,
,,,patsianos,Patsianos,,,,,,,,,
,,,kapsodassos,Kapsodassos,,,,,,,,,
,,,asfendos,Asfendos,,,,,,,,,
,,,imbros,Imbros,,,,,,,,,
,,,petres,Petres,,,,,,,,,
,,,ammoudari (askyfou),Ammoudari (Askyfou),,,,,,,,,
,,,kares,Kares,,,,,,,,,
,,,vatoudiaris,Vatoudiaris,,,,,,,,,
,,,embrosneros,Embrosneros,,,,,,,,,
,,,agios thymotis,Agios Thymotis,,,,,,,,,
